File_Name,File_Description,Standard,Header_Rows,Column_or_Row_Name_Position,File_Path
Figure4_Thermodynamics_vs_Respiration.*,"Figure 4 showing the generalized additive model and moisture-threshold analysis for moisture-modulated DOM thermodynamic influence on oxygen consumption. The asterisk indicates the file extension (pdf, png). ",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Figures
Figure5_Conceptual_Model_v5.*,"Figure 5 conceptual model showing how spatial variation in sediment moisture along drying stream reaches may modulate the influence of DOM thermodynamic favorability on oxygen consumption. The asterisk indicates the file extension (pdf, png). ",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Figures
FigureS1_unique_formula_plots.*,"Supplemental Figure S1 showing treatment-unique molecular formula results used to evaluate wet and dry treatment effects on DOM chemistry. The asterisk indicates the file extension (pdf, png). ",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Figures
FigureS3_Field_variables_within_clusters.*,"Supplemental Figure S3 showing within-sample field variables across DOM thermodynamic treatment-response clusters. The asterisk indicates the file extension (pdf, png). ",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Figures
FigureS4.*,"Supplemental Figure S4 showing the oxygen-consumption sensitivity analysis comparing hypothetical diluted oxygen concentration with first-measured oxygen values. The asterisk indicates the file extension (pdf, png). ",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Figures
AIC_comparison_multiple_models.csv,"Model-comparison table with Akaike Information Criterion values and fit statistics for generalized additive models evaluating oxygen consumption, moisture, and DOM thermodynamic predictors. The asterisk indicates the file extension (pdf, png). ",ESS-DIVE CSV v1,1,1,/ECA_DOM_Thermodynamics/GAM_Results
_readme.txt,Readme directing the user how to recreate the map.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Map
create_map_input.R,R script for creating the map input file that goes into the QGIS project (Ecoregion_Map.qgz).,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Map
Ecoregion_Map.qgz,QGIS project for making figure 1. ,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/Map
01_Data_Cleaning_and_Mapping_XML.R,R script for cleaning and mapping processed FTICR-MS XML/CoreMS outputs to sample metadata.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
02_Unique_Formulas_and_Figure_S1.R,R script for identifying treatment-unique molecular formulas and generating Figure S1 outputs.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
03_Generate_Summary_ICR_Files.R,R script for generating FTICR-MS summary files used in downstream molecular-property and thermodynamic analyses.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
04_Figure_1_Unique_Formulas_and_others.R,R script for preparing Figure 1-related outputs and additional unique-formula summaries.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
05_Median_DOM_molecular_properties_v2.R,R script for calculating median DOM molecular properties and thermodynamic metrics by site and treatment.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
06_Cluster_and_Heat_map_final_larger_labels_SI.R,R script for clustering DOM treatment effects and generating heat-map and supplemental figure outputs.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
06_Cluster_and_Large_Scale_Data_larger_labels.R,R script for evaluating whether large-scale environmental variables explain DOM thermodynamic treatment-response clusters.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
07_BreakPoint_Analysis_and_Interaction_plots_final.R,"R script for generalized additive models, moisture-threshold analysis, interaction plots, and Figure 4 outputs.",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
DO_test.R,R script for dissolved oxygen data checks or sensitivity analysis associated with oxygen-consumption rate estimates.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
getLargeScaleData.R,"R script for extracting large-scale watershed, topographic, climate, and land-cover variables for sampling locations.",N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
getNPPandPET_MODIS_VGC_exactextractr.R,R script for extracting and summarizing MODIS net primary production and evapotranspiration products using exactextractr.,N/A,-9999,-9999,/ECA_DOM_Thermodynamics/src
